root;sendfile;compression;noCompression;serverCache;keepalive;basicAuth;tls;ecdsaCertificate;aesTls;tlsMoreBits;mpm;event;worker;processCount;compressionLevel;threadCount;performance;energy
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;1;64;14.361600;520.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;5;64;14.302600;544.200000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;5;64;14.345200;524.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;5;64;14.340000;561.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;9;64;27.418400;801.200000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;9;64;14.344800;561.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;9;64;14.363000;521.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;1;128;14.614200;568.400000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;1;128;26.994200;802.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;1;128;26.989000;814.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;1;128;26.990200;811.200000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;5;128;26.973000;809.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;5;128;14.391800;555.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;5;128;27.463800;806.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;5;128;26.956200;814.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;9;128;27.203600;797.200000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;9;128;26.593200;800.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;9;128;27.117600;801.400000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;9;128;27.422800;814.800000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;1;256;26.789200;824.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;1;256;26.234600;777.200000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;1;256;27.332800;802.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;1;256;27.395600;799.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;5;256;27.358200;807.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;5;256;26.966000;823.800000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;5;256;13.895200;548.800000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;5;256;27.409000;815.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;8;9;256;26.967600;799.600000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;16;9;256;27.122200;819.000000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;32;9;256;14.779000;575.400000
1;1;1;0;0;0;1;0;0;0;0;1;1;0;64;9;256;14.499600;559.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;1;16;4.328200;160.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;5;16;4.324800;182.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;9;16;3.191200;137.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;1;32;3.686000;119.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;1;32;4.334400;165.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;5;32;2.844400;107.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;5;32;3.616600;133.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;9;32;2.716600;98.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;9;32;3.744800;135.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;1;64;2.789600;95.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;1;64;2.756200;108.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;1;64;2.846600;98.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;5;64;2.776000;104.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;5;64;2.733600;89.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;5;64;2.769800;108.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;9;64;2.798400;120.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;9;64;2.760600;104.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;9;64;2.826400;107.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;1;128;2.794200;113.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;1;128;2.913000;95.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;1;128;2.784000;102.400000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;1;128;2.832000;96.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;5;128;2.825000;112.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;5;128;2.777000;99.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;5;128;2.798400;104.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;5;128;2.769800;94.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;9;128;2.810600;87.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;9;128;2.728200;93.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;9;128;2.804200;115.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;9;128;2.845000;113.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;1;256;2.840200;105.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;1;256;2.786400;98.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;1;256;2.822600;112.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;1;256;2.742600;99.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;5;256;2.762400;88.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;5;256;2.730400;88.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;5;256;2.758800;105.800000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;5;256;2.700400;99.200000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;8;9;256;2.739200;119.000000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;16;9;256;2.863800;96.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;32;9;256;2.845600;100.600000
1;1;1;0;1;0;0;0;0;0;0;1;0;1;64;9;256;2.858800;102.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;1;16;2.809800;88.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;5;16;2.698400;110.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;9;16;2.795400;94.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;1;32;2.711400;113.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;1;32;2.692600;119.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;5;32;2.813800;99.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;5;32;2.736000;100.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;9;32;2.883800;118.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;9;32;2.735400;94.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;1;64;2.772400;109.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;1;64;2.725000;103.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;1;64;2.778200;102.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;5;64;2.730600;104.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;5;64;2.694000;105.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;5;64;2.717000;95.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;9;64;2.866600;100.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;9;64;2.731800;110.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;9;64;2.755400;103.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;1;128;2.736400;93.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;1;128;2.887200;122.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;1;128;2.768400;110.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;1;128;2.876800;98.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;5;128;2.795000;96.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;5;128;2.910400;120.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;5;128;2.818400;102.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;5;128;2.854800;101.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;9;128;2.888800;96.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;9;128;2.810400;85.600000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;9;128;2.670600;97.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;9;128;2.847000;98.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;1;256;2.819400;93.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;1;256;2.979600;111.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;1;256;2.938600;98.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;1;256;2.768600;106.400000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;5;256;2.779000;96.000000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;5;256;2.727400;85.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;5;256;2.780600;102.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;5;256;2.778000;114.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;8;9;256;2.778800;99.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;16;9;256;2.742200;86.200000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;32;9;256;2.775000;93.800000
1;1;1;0;1;0;0;0;0;0;0;1;1;0;64;9;256;2.761800;97.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;1;16;13.428400;521.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;5;16;27.585600;789.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;9;16;27.140800;808.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;1;32;27.401200;797.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;1;32;13.747800;542.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;5;32;14.806400;560.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;5;32;13.530800;534.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;9;32;21.940200;689.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;9;32;27.191600;810.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;1;64;13.270200;514.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;1;64;14.301600;533.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;1;64;13.879600;541.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;5;64;14.094200;531.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;5;64;14.054200;537.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;5;64;18.613200;639.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;9;64;14.336600;576.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;9;64;14.143800;583.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;9;64;14.175600;531.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;1;128;13.976800;529.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;1;128;14.384000;552.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;1;128;14.405600;555.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;1;128;13.686400;528.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;5;128;14.180200;530.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;5;128;14.326600;527.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;5;128;14.395800;567.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;5;128;14.337000;524.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;9;128;27.347200;779.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;9;128;14.364600;519.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;9;128;24.883800;739.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;9;128;17.972000;589.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;1;256;13.705600;550.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;1;256;13.527800;518.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;1;256;13.993600;564.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;1;256;16.938000;608.000000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;5;256;8.209800;404.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;5;256;15.615000;567.600000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;5;256;14.290800;556.400000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;5;256;14.379400;574.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;8;9;256;14.469600;545.200000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;16;9;256;14.287600;542.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;32;9;256;9.855800;421.800000
1;1;1;0;1;0;1;0;0;0;0;1;0;1;64;9;256;13.902000;543.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;1;16;15.639000;568.200000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;5;16;14.323800;551.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;9;16;7.694000;365.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;1;32;14.344200;525.200000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;1;32;14.356400;560.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;5;32;14.288000;568.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;5;32;14.308800;537.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;9;32;14.297600;515.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;9;32;14.387000;534.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;1;64;14.159800;540.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;1;64;14.169200;535.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;1;64;16.944600;585.200000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;5;64;14.337200;576.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;5;64;27.383600;804.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;5;64;14.325600;543.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;9;64;14.336800;534.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;9;64;14.321600;551.400000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;9;64;27.359200;772.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;1;128;27.264800;790.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;1;128;27.403600;791.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;1;128;27.008000;819.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;1;128;27.352200;793.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;5;128;27.401200;827.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;5;128;27.428800;816.200000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;5;128;14.813800;566.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;5;128;27.621600;827.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;9;128;14.118000;562.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;9;128;14.142800;550.400000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;9;128;14.165800;552.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;9;128;14.968600;561.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;1;256;27.073800;828.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;1;256;26.973600;839.200000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;1;256;27.156600;828.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;1;256;27.007400;834.600000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;5;256;27.181200;838.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;5;256;13.998800;561.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;5;256;27.180200;830.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;5;256;27.171600;831.800000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;8;9;256;27.251200;823.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;16;9;256;27.183400;828.400000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;32;9;256;27.401000;808.000000
1;1;1;0;1;0;1;0;0;0;0;1;1;0;64;9;256;27.344600;808.000000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;64;1;16;370.331400;12682.600000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;32;1;32;368.180400;12455.400000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;64;1;32;369.491400;12579.400000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;16;1;64;368.166000;12854.400000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;32;1;64;368.777200;12638.000000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;64;1;64;369.131000;12523.200000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;8;1;128;369.751400;12643.000000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;16;1;128;367.389200;12923.400000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;32;1;128;367.019800;12724.200000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;64;1;128;367.239200;12618.600000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;8;1;256;369.416000;12870.800000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;16;1;256;369.964800;12878.800000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;32;1;256;370.237200;12615.800000
1;0;0;1;0;0;0;1;1;0;0;1;0;1;64;1;256;368.543000;12550.200000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;64;1;16;365.772000;12588.600000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;32;1;32;369.586400;12953.600000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;64;1;32;368.757600;12616.400000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;16;1;64;369.200200;12679.800000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;32;1;64;370.755000;12671.600000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;64;1;64;367.606000;12667.200000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;8;1;128;371.847200;12788.200000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;16;1;128;370.992200;12840.800000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;32;1;128;371.146600;12699.000000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;64;1;128;366.838600;12683.200000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;8;1;256;370.876600;12859.000000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;16;1;256;368.227000;12736.400000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;32;1;256;369.162600;12691.400000
1;0;0;1;0;0;0;1;1;0;0;1;1;0;64;1;256;368.741400;12822.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;64;1;16;372.726000;12911.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;32;1;32;370.852600;12860.800000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;64;1;32;369.153200;12776.400000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;16;1;64;369.909000;12857.400000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;32;1;64;369.066000;12895.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;64;1;64;369.037800;12975.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;8;1;128;368.172200;12645.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;16;1;128;367.715600;12900.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;32;1;128;366.641600;12872.000000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;64;1;128;369.813200;12757.400000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;8;1;256;370.900600;13006.800000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;16;1;256;368.427000;12948.600000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;32;1;256;372.067400;13052.400000
1;0;0;1;0;0;1;1;1;0;0;1;0;1;64;1;256;370.076200;12814.600000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;64;1;16;369.531400;12876.400000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;32;1;32;369.271400;12902.200000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;64;1;32;369.717800;12958.200000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;16;1;64;369.833000;12830.400000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;32;1;64;368.235400;12876.200000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;64;1;64;369.359800;12906.200000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;8;1;128;370.034400;12683.200000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;16;1;128;369.490000;12976.400000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;32;1;128;369.401000;12922.000000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;64;1;128;368.628200;12956.000000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;8;1;256;369.340800;12873.600000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;16;1;256;370.514600;13032.600000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;32;1;256;367.966000;12918.600000
1;0;0;1;0;0;1;1;1;0;0;1;1;0;64;1;256;372.221000;13140.600000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;64;1;16;6.625400;223.800000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;32;1;32;6.935600;268.600000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;64;1;32;7.091400;265.400000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;16;1;64;7.184600;249.200000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;32;1;64;7.144400;262.000000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;64;1;64;7.322200;278.200000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;8;1;128;7.395000;274.400000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;16;1;128;7.407200;280.800000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;32;1;128;7.261800;264.400000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;64;1;128;7.081200;239.400000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;8;1;256;7.818200;288.000000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;16;1;256;7.516600;248.800000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;32;1;256;7.662200;285.200000
1;0;0;1;0;1;0;1;1;0;0;1;0;1;64;1;256;7.543200;285.400000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;64;1;16;9.881600;443.000000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;32;1;32;10.404000;443.800000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;64;1;32;10.212000;453.800000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;16;1;64;10.306600;461.200000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;32;1;64;10.362200;439.200000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;64;1;64;10.326000;442.400000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;8;1;128;10.975600;494.600000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;16;1;128;10.835800;502.000000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;32;1;128;10.834200;482.600000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;64;1;128;10.896200;474.200000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;8;1;256;11.619400;511.200000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;16;1;256;11.531800;534.600000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;32;1;256;11.374200;520.600000
1;0;0;1;0;1;1;1;1;0;0;1;0;1;64;1;256;11.555200;517.000000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;64;1;16;370.007000;12520.000000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;32;1;32;367.138800;12578.600000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;64;1;32;368.402600;12666.400000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;16;1;64;368.041800;12611.200000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;32;1;64;367.563600;12354.200000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;64;1;64;371.648400;12825.800000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;8;1;128;367.153200;12730.600000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;16;1;128;370.296800;12502.800000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;32;1;128;369.874200;12728.800000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;64;1;128;369.488800;12829.400000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;8;1;256;369.129000;12745.600000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;16;1;256;367.859800;12453.400000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;32;1;256;368.320400;12857.000000
1;0;0;1;1;0;0;1;1;0;0;1;0;1;64;1;256;368.779600;12675.600000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;64;1;16;369.092800;12572.200000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;32;1;32;371.191400;12717.400000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;64;1;32;370.200400;12661.800000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;16;1;64;369.786200;12765.600000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;32;1;64;370.541000;12518.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;64;1;64;370.318200;12872.800000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;8;1;128;370.222400;12745.400000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;16;1;128;371.495000;12704.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;32;1;128;370.625400;12629.200000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;64;1;128;368.072200;12793.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;8;1;256;367.347000;12740.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;16;1;256;367.835800;12584.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;32;1;256;368.296800;12848.000000
1;0;0;1;1;0;0;1;1;0;0;1;1;0;64;1;256;368.410800;12835.200000
1;0;0;1;1;0;1;1;1;0;0;1;0;1;64;1;16;370.479600;12631.200000
1;0;0;1;1;0;1;1;1;0;0;1;0;1;32;1;32;367.268800;12847.400000
1;0;0;1;1;0;1;1;1;0;0;1;0;1;64;1;32;369.276800;12920.600000
