root;sendfile;compression;noCompression;serverCache;keepalive;basicAuth;tls;ecdsaCertificate;aesTls;tlsMoreBits;mpm;event;worker;processCount;compressionLevel;threadCount;performance;energy
1;1;0;1;1;0;1;0;0;0;0;1;0;1;16;1;128;13.938000;543.000000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;32;1;128;14.114600;522.400000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;64;1;128;14.355400;564.000000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;8;1;256;14.071800;559.000000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;16;1;256;13.391200;530.400000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;32;1;256;11.981800;459.800000
1;1;0;1;1;0;1;0;0;0;0;1;0;1;64;1;256;11.043600;471.600000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;64;1;16;17.281200;576.400000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;32;1;32;14.315600;549.600000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;64;1;32;16.001600;579.800000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;16;1;64;14.363400;538.800000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;32;1;64;14.343000;541.800000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;64;1;64;14.145400;543.400000
1;1;0;1;1;0;1;0;0;0;0;1;1;0;8;1;128;14.387400;561.000000
